Date,Symbol,Buy,Sell,Total,Net
2026-07-09,WASH,21514.0,75200.0,96714.0,-53686.0
2026-07-09,WAVE,0.0,3.0,3.0,-3.0
2026-07-09,WFX,0.0,192.0,192.0,-192.0
2026-07-09,WHA,89716477.0,70639886.0,160356363.0,19076591.0
2026-07-09,WHAUP,148856910.0,38311065.0,187167975.0,110545845.0
2026-07-09,WICE,0.0,7466.0,7466.0,-7466.0
2026-07-09,WIIK,40950.0,48353.0,89303.0,-7403.0
2026-07-09,WORK,0.0,2428.0,2428.0,-2428.0
2026-07-09,WPH,218935.0,49985.0,268920.0,168950.0
2026-07-09,XBIO,0.0,78000.0,78000.0,-78000.0
2026-07-09,XO,2298320.0,682320.0,2980640.0,1616000.0
2026-07-09,XPG,150080.0,17688.0,167768.0,132392.0
2026-07-09,YGG,0.0,19.0,19.0,-19.0
2026-07-09,ZIGA-W2,0.0,2.01,2.01,-2.01
2026-07-08,88TH,57520.0,60548.0,118068.0,-3028.0
2026-07-08,AAI,752682.0,326098.0,1078780.0,426584.0
2026-07-08,AAV,5060218.0,26230503.0,31290721.0,-21170285.0
2026-07-08,ACE,0.0,52001.0,52001.0,-52001.0
2026-07-08,ADB,190333.0,0.0,190333.0,190333.0
2026-07-08,ADD,0.0,1268.0,1268.0,-1268.0
2026-07-08,ADVANC,1575416644.0,830839740.0,2406256384.0,744576904.0
2026-07-08,ADVICE,781975.0,1922155.0,2704130.0,-1140180.0
2026-07-08,AE,198.0,32.0,230.0,166.0
2026-07-08,AEONTS,16673053.0,15829600.0,32502653.0,843453.0
2026-07-08,AGE,0.0,116216.0,116216.0,-116216.0
2026-07-08,AH,651680.0,6322240.0,6973920.0,-5670560.0
2026-07-08,AI,134.4,63.64,198.04,70.76
2026-07-08,AIE,0.0,270031.0,270031.0,-270031.0
2026-07-08,AIT,132870.0,146558.0,279428.0,-13688.0
2026-07-08,AJ,1609384.0,1059614.0,2668998.0,549770.0
2026-07-08,AJA,13.0,13.0,26.0,0.0
2026-07-08,AKP,0.0,1150.0,1150.0,-1150.0
2026-07-08,AKR,273.0,360.0,633.0,-87.0
2026-07-08,ALLA,231.0,115.0,346.0,116.0
2026-07-08,ALPHAX,26000.0,584.0,26584.0,25416.0
2026-07-08,ALT,1113604.0,901006.0,2014610.0,212598.0
2026-07-08,AMA,0.0,384.0,384.0,-384.0
2026-07-08,AMANAH,504.0,0.0,504.0,504.0
2026-07-08,AMARC,96998.0,1636666.0,1733664.0,-1539668.0
2026-07-08,AMATA,87815839.0,76769825.0,164585664.0,11046014.0
2026-07-08,ANAN,28800.0,0.0,28800.0,28800.0
2026-07-08,AOT,860211512.75,970092050.0,1830303562.75,-109880537.25
2026-07-08,AP,13851760.0,17000785.0,30852545.0,-3149025.0
2026-07-08,APCS,0.0,128.0,128.0,-128.0
2026-07-08,APO,67010.0,116194.0,183204.0,-49184.0
2026-07-08,AS,16738.0,482214.0,498952.0,-465476.0
2026-07-08,ASAP,0.0,400.0,400.0,-400.0
2026-07-08,ASEFA,644975.0,83350.0,728325.0,561625.0
2026-07-08,ASIAN,142455.0,1417895.0,1560350.0,-1275440.0
2026-07-08,ASIMAR,675.0,272.0,947.0,403.0
2026-07-08,ASK,12601470.0,7402110.0,20003580.0,5199360.0
2026-07-08,ASP,149724.0,367540.0,517264.0,-217816.0
2026-07-08,ASTR,0.0,5304.0,5304.0,-5304.0
2026-07-08,ASW,1440.0,0.0,1440.0,1440.0
2026-07-08,ATLAS,92415.0,537930.0,630345.0,-445515.0
2026-07-08,AU,95088.0,292750.0,387838.0,-197662.0
2026-07-08,AUCT,155470.0,572072.0,727542.0,-416602.0
2026-07-08,AURA,1076220.0,4812940.0,5889160.0,-3736720.0
2026-07-08,AWC,41688580.0,54600108.0,96288688.0,-12911528.0
2026-07-08,AYUD,104025.0,120000.0,224025.0,-15975.0
2026-07-08,BA,169351360.0,40794644.0,210146004.0,128556716.0
2026-07-08,BAFS,936610.0,744790.0,1681400.0,191820.0
2026-07-08,BAM,32039362.0,6902730.0,38942092.0,25136632.0
2026-07-08,BANPU,96370920.0,55001802.8,151372722.8,41369117.2
2026-07-08,BAY,108227800.0,27703100.0,135930900.0,80524700.0
2026-07-08,BBGI,571318.0,1769130.88,2340448.88,-1197812.88
2026-07-08,BBIK,9677200.0,10235400.0,19912600.0,-558200.0
2026-07-08,BBL,799650175.5,661763150.0,1461413325.5,137887025.5
2026-07-08,BCH,18828965.0,67053305.0,85882270.0,-48224340.0
2026-07-08,BCP,122957850.0,81934328.5,204892178.5,41023521.5
2026-07-08,BCPG,11842275.0,16209270.0,28051545.0,-4366995.0
2026-07-08,BDMS,454630670.0,469030749.5,923661419.5,-14400079.5
2026-07-08,BE8,186750.0,248850.0,435600.0,-62100.0
2026-07-08,BEAUTY,546000.0,21350.0,567350.0,524650.0
2026-07-08,BEC,13164.0,42828.0,55992.0,-29664.0
2026-07-08,BEM,36948040.0,73843511.0,110791551.0,-36895471.0
2026-07-08,BGC,12690.0,0.0,12690.0,12690.0
2026-07-08,BGRIM,357408800.0,204213132.0,561621932.0,153195668.0
2026-07-08,BH,139431332.0,450845800.0,590277132.0,-311414468.0
2026-07-08,BIG,0.0,810.0,810.0,-810.0
2026-07-08,BIOTEC,0.0,24.0,24.0,-24.0
2026-07-08,BIZ,0.0,4720.0,4720.0,-4720.0
2026-07-08,BJC,33172992.0,38730353.5,71903345.5,-5557361.5
2026-07-08,BJCHI,0.0,620.0,620.0,-620.0
2026-07-08,BKD,0.0,444.0,444.0,-444.0
2026-07-08,BKGI,59628.0,103880.0,163508.0,-44252.0
2026-07-08,BKIH,0.0,297400.0,297400.0,-297400.0
2026-07-08,BLA,34955650.0,15872800.0,50828450.0,19082850.0
2026-07-08,BLAND,55959.0,12821.0,68780.0,43138.0
2026-07-08,BLC,7420.0,0.0,7420.0,7420.0
2026-07-08,BM,21568.0,6820.0,28388.0,14748.0
2026-07-08,BOL,25398.0,26250.0,51648.0,-852.0
2026-07-08,BPP,1140.0,373940.0,375080.0,-372800.0
2026-07-08,BR,5937.0,395.0,6332.0,5542.0
2026-07-08,BRI,1677.0,0.0,1677.0,1677.0
2026-07-08,BRR,0.0,360.0,360.0,-360.0
2026-07-08,BSM,0.0,1300.0,1300.0,-1300.0
2026-07-08,BTC,46.0,1938.0,1984.0,-1892.0
2026-07-08,BTG,35883464.0,48399010.0,84282474.0,-12515546.0
2026-07-08,BTS,15203484.0,55684150.0,70887634.0,-40480666.0
2026-07-08,BWG,12000.0,24.0,12024.0,11976.0
2026-07-08,BWG-W7,0.0,2.0,2.0,-2.0
2026-07-08,BWG-W8,0.0,4.0,4.0,-4.0
2026-07-08,BYD,136766.0,599915.0,736681.0,-463149.0
2026-07-08,CAZ,7564.0,9930.0,17494.0,-2366.0
2026-07-08,CBG,131178900.0,85734675.0,216913575.0,45444225.0
2026-07-08,CCET,76990729.1,66448900.0,143439629.1,10541829.099999994
2026-07-08,CENTEL,58549275.0,46077325.0,104626600.0,12471950.0
2026-07-08,CFARM,0.0,36298.0,36298.0,-36298.0
2026-07-08,CFRESH,0.0,728.0,728.0,-728.0
2026-07-08,CGD,0.0,780.0,780.0,-780.0
2026-07-08,CGH,1890.0,2830.0,4720.0,-940.0
2026-07-08,CHAYO,282966.75,731563.0,1014529.75,-448596.25
2026-07-08,CHG,6103340.0,7754675.0,13858015.0,-1651335.0
2026-07-08,CHOW,0.0,256.0,256.0,-256.0
2026-07-08,CIVIL,28822.0,29183.0,58005.0,-361.0
2026-07-08,CK,25859700.0,52900070.0,78759770.0,-27040370.0
2026-07-08,CKP,7903092.0,3663090.0,11566182.0,4240002.0
2026-07-08,CMAN,0.0,286.0,286.0,-286.0
2026-07-08,CNT,185342.0,114478.0,299820.0,70864.0
2026-07-08,COCOCO,2260.0,2332600.0,2334860.0,-2330340.0
2026-07-08,COM7,213876450.0,120680050.0,334556500.0,93196400.0
2026-07-08,COMAN,100.0,49.0,149.0,51.0
2026-07-08,CPALL,546017956.25,540197950.0,1086215906.25,5820006.25
2026-07-08,CPANEL,0.0,12.11,12.11,-12.11
2026-07-08,CPAXT,10430470.0,152333710.0,162764180.0,-141903240.0
2026-07-08,CPF,572842560.0,445199410.0,1018041970.0,127643150.0
2026-07-08,CPL,13800.0,14600.0,28400.0,-800.0
2026-07-08,CPN,111943065.0,108046850.0,219989915.0,3896215.0
2026-07-08,CPW,0.0,3800.0,3800.0,-3800.0
2026-07-08,CRC,243150260.0,173671710.0,416821970.0,69478550.0
2026-07-08,CREDIT,3584630.0,3990610.0,7575240.0,-405980.0
2026-07-08,CSS,51644.0,58676.0,110320.0,-7032.0
2026-07-08,CTW,129015.0,32550.0,161565.0,96465.0
2026-07-08,CWT,19079.0,8160.0,27239.0,10919.0
2026-07-08,CWT-W8,36000.0,0.0,36000.0,36000.0
2026-07-08,DCC,47486.0,49964.0,97450.0,-2478.0
2026-07-08,DELTA,1215653691.0,1695903800.0,2911557491.0,-480250109.0
2026-07-08,DEMCO,40532.0,223322.0,263854.0,-182790.0
2026-07-08,DEMCO-W8,25198.0,25564.0,50762.0,-366.0
2026-07-08,DIMET,0.0,522.0,522.0,-522.0
2026-07-08,DITTO,10850110.0,11450250.0,22300360.0,-600140.0
2026-07-08,DMT,703200.0,364730.0,1067930.0,338470.0
2026-07-08,DOHOME,8010622.0,25462948.0,33473570.0,-17452326.0
2026-07-08,DPAINT,5000.0,0.0,5000.0,5000.0
2026-07-08,DRT,510.0,1020.0,1530.0,-510.0
2026-07-08,DTCENT,0.0,409.84,409.84,-409.84
2026-07-08,DUSIT,237000.0,0.0,237000.0,237000.0
2026-07-08,EA,31364172.0,68123496.0,99487668.0,-36759324.0
2026-07-08,EA-W1,31000.0,0.0,31000.0,31000.0
2026-07-08,EAST,8880.0,9315.0,18195.0,-435.0
2026-07-08,EASTW,1262826.0,2026356.0,3289182.0,-763530.0
2026-07-08,EFORL,0.0,12.0,12.0,-12.0
2026-07-08,EGCO,88712100.0,72731050.0,161443150.0,15981050.0
2026-07-08,EKH,0.0,4000.0,4000.0,-4000.0
2026-07-08,EMPIRE,0.0,395195.0,395195.0,-395195.0
2026-07-08,EPG,12941339.9,19762895.0,32704234.9,-6821555.1
2026-07-08,ERW,7759286.0,7800546.0,15559832.0,-41260.0
2026-07-08,ETC,8298.0,368037.0,376335.0,-359739.0
2026-07-08,ETL,0.0,1566.0,1566.0,-1566.0
2026-07-08,EVER,0.0,483.0,483.0,-483.0
2026-07-08,FM,2133824.0,3886102.0,6019926.0,-1752278.0
2026-07-08,FMT,0.0,21.0,21.0,-21.0
2026-07-08,FNS,63000.0,0.0,63000.0,63000.0
2026-07-08,FORTH,9736650.0,14107630.0,23844280.0,-4370980.0
2026-07-08,FPT,4620.0,0.0,4620.0,4620.0
2026-07-08,FSMART,195390.0,2814605.0,3009995.0,-2619215.0
2026-07-08,FSX,0.0,1200.0,1200.0,-1200.0
2026-07-08,FTE,20.02,264.0,284.02,-243.98
2026-07-08,FTI,0.0,179.0,179.0,-179.0
2026-07-08,GABLE,1144574.0,17194.0,1161768.0,1127380.0
2026-07-08,GC,9800.0,488.0,10288.0,9312.0
2026-07-08,GFC,0.0,2070.0,2070.0,-2070.0
2026-07-08,GFPT,2067740.0,4511755.0,6579495.0,-2444015.0
2026-07-08,GGC,0.0,39988.0,39988.0,-39988.0
2026-07-08,GJS,0.0,52780.0,52780.0,-52780.0
2026-07-08,GLOBAL,51478595.0,51450871.0,102929466.0,27724.0
2026-07-08,GLORY,0.0,443.0,443.0,-443.0
2026-07-08,GPSC,310404100.0,246122675.0,556526775.0,64281425.0
2026-07-08,GRAND,19440.0,220370.0,239810.0,-200930.0
2026-07-08,GREEN,0.0,276.0,276.0,-276.0
2026-07-08,GULF,1094639737.5,533439336.75,1628079074.25,561200400.75
2026-07-08,GUNKUL,613400740.0,237977535.48,851378275.48,375423204.52
2026-07-08,HANA,79211633.0,97448950.0,176660583.0,-18237317.0
2026-07-08,HARN,291284.0,0.0,291284.0,291284.0
2026-07-08,HFT,1192.0,0.0,1192.0,1192.0
2026-07-08,HMPRO,80830718.95,118316905.0,199147623.95,-37486186.05
2026-07-08,HTC,545590.0,533960.0,1079550.0,11630.0
2026-07-08,HTECH,1559180.0,101192.0,1660372.0,1457988.0
2026-07-08,HUMAN,84650.0,786610.0,871260.0,-701960.0
2026-07-08,ICHI,39131000.0,26029690.0,65160690.0,13101310.0
2026-07-08,ICN,0.0,642.0,642.0,-642.0
2026-07-08,IHL,0.0,13700.0,13700.0,-13700.0
2026-07-08,ILINK,1286000.0,216264.0,1502264.0,1069736.0
2026-07-08,ILM,244500.0,220180.0,464680.0,24320.0
2026-07-08,IND,2760.0,0.0,2760.0,2760.0
2026-07-08,INET,1122800.0,219646.0,1342446.0,903154.0
2026-07-08,INGRS,0.0,117711.0,117711.0,-117711.0
2026-07-08,INOX,416.0,414.0,830.0,2.0
2026-07-08,INSET,30768512.0,14354696.0,45123208.0,16413816.0
2026-07-08,IP,0.0,482.0,482.0,-482.0
2026-07-08,IRCP,28000.0,270.0,28270.0,27730.0
2026-07-08,IROYAL,0.0,51676.0,51676.0,-51676.0
2026-07-08,IRPC,114477966.0,150659635.0,265137601.0,-36181669.0
2026-07-08,ITC,41515640.0,81782030.0,123297670.0,-40266390.0
2026-07-08,ITD,11218.0,18196.0,29414.0,-6978.0
2026-07-08,ITEL,1429318.0,812793.0,2242111.0,616525.0
2026-07-08,ITNS,0.0,170.0,170.0,-170.0
2026-07-08,ITTHI,0.0,1080.0,1080.0,-1080.0
2026-07-08,IVF-W1,0.0,11.97,11.97,-11.97
2026-07-08,IVL,204764880.0,234701150.0,439466030.0,-29936270.0
2026-07-08,JAS,8171742.0,22785988.0,30957730.0,-14614246.0
2026-07-08,JAS-W4,1650.0,0.0,1650.0,1650.0
2026-07-08,JMART,49745235.0,32983430.0,82728665.0,16761805.0
2026-07-08,JMT,62663360.0,66497510.0,129160870.0,-3834150.0
2026-07-08,JPARK,295896.0,182848.0,478744.0,113048.0
2026-07-08,JSP,17700.0,0.0,17700.0,17700.0
2026-07-08,JTS,9462000.0,5234075.0,14696075.0,4227925.0
2026-07-08,JUBILE,750.0,760.0,1510.0,-10.0
2026-07-08,KAMART,197670.0,2142225.0,2339895.0,-1944555.0
2026-07-08,KBANK,1093793192.0,1176010240.0,2269803432.0,-82217048.0
2026-07-08,KBS,0.0,36270.0,36270.0,-36270.0
2026-07-08,KCC,0.0,70294.0,70294.0,-70294.0
2026-07-08,KCE,196777503.25,158484500.0,355262003.25,38293003.25
2026-07-08,KCG,813500.0,3187895.0,4001395.0,-2374395.0
2026-07-08,KGEN,869161.0,2893448.0,3762609.0,-2024287.0
2026-07-08,KGI,2851394.0,5123066.0,7974460.0,-2271672.0
2026-07-08,KISS,14420.0,216584.0,231004.0,-202164.0
2026-07-08,KKP,469074853.0,411738050.0,880812903.0,57336803.0
2026-07-08,KLINIQ,3104350.0,4213425.0,7317775.0,-1109075.0
2026-07-08,KSL,148417.0,308815.0,457232.0,-160398.0
2026-07-08,KTB,1687927450.0,1109318304.5,2797245754.5,578609145.5
2026-07-08,KTC,568746900.0,443944951.0,1012691851.0,124801949.0
2026-07-08,KUMWEL,42568.0,141284.0,183852.0,-98716.0
2026-07-08,LALIN,434.0,222912.0,223346.0,-222478.0
2026-07-08,LANNA,141610.0,0.0,141610.0,141610.0
2026-07-08,LEE,0.0,5.0,5.0,-5.0
2026-07-08,LEO,187.0,0.0,187.0,187.0
2026-07-08,LH,17768894.0,42676650.0,60445544.0,-24907756.0
2026-07-08,LHFG,3607079.0,3416110.0,7023189.0,190969.0
2026-07-08,LOXLEY,0.0,103946.0,103946.0,-103946.0
2026-07-08,LPH,0.0,44686.0,44686.0,-44686.0
2026-07-08,LPN,101603.0,81304.0,182907.0,20299.0
2026-07-08,LST,476.0,0.0,476.0,476.0
2026-07-08,LTS,25458.0,770.0,26228.0,24688.0
2026-07-08,M,7654490.0,22198800.0,29853290.0,-14544310.0
2026-07-08,M-CHAI,7320.0,0.0,7320.0,7320.0
2026-07-08,MAGURO,88954.0,887740.0,976694.0,-798786.0
2026-07-08,MAJOR,348195.0,675940.0,1024135.0,-327745.0
2026-07-08,MALEE,137196.0,297122.0,434318.0,-159926.0
2026-07-08,MASTEC,1046639.0,1091024.0,2137663.0,-44385.0
2026-07-08,MASTER,31620.0,466515.0,498135.0,-434895.0
2026-07-08,MBK,24259470.0,12543750.0,36803220.0,11715720.0
2026-07-08,MC,280320.0,3418980.0,3699300.0,-3138660.0
2026-07-08,MCOT,0.0,169595.0,169595.0,-169595.0
2026-07-08,MCS,219570.0,4753035.0,4972605.0,-4533465.0
2026-07-08,MEB,204490.0,1887750.0,2092240.0,-1683260.0
2026-07-08,MEDEZE,645.0,135870.0,136515.0,-135225.0
2026-07-08,MEGA,29574375.0,3689500.0,33263875.0,25884875.0
2026-07-08,METCO,117700.0,58800.0,176500.0,58900.0
2026-07-08,MFC,47280.0,0.0,47280.0,47280.0
2026-07-08,MFEC,11700.0,7540.0,19240.0,4160.0
2026-07-08,MGC,615475.0,7432005.0,8047480.0,-6816530.0
2026-07-08,MGI,453170.0,667760.0,1120930.0,-214590.0
2026-07-08,MICRO,103.0,678.0,781.0,-575.0
2026-07-08,MIDA,0.0,5027.0,5027.0,-5027.0
2026-07-08,MINT,516286100.0,249726820.0,766012920.0,266559280.0
2026-07-08,MJD,2232.0,0.0,2232.0,2232.0
2026-07-08,MK,0.0,2240.0,2240.0,-2240.0
2026-07-08,ML,989094.0,476015.0,1465109.0,513079.0
2026-07-08,MMM,13800.0,69766.0,83566.0,-55966.0
2026-07-08,MONO,467567.0,417588.0,885155.0,49979.0
2026-07-08,MORE,0.0,30.0,30.0,-30.0
2026-07-08,MOSHI,4599825.0,7011100.0,11610925.0,-2411275.0
2026-07-08,MPJ,0.0,1092.0,1092.0,-1092.0
2026-07-08,MRDIYT,39914410.0,25280730.0,65195140.0,14633680.0
2026-07-08,MST,122450.0,0.0,122450.0,122450.0
2026-07-08,MTC,163207575.0,141924575.0,305132150.0,21283000.0
2026-07-08,NATION,600.0,0.0,600.0,600.0
2026-07-08,NCAP,2259212.0,514120.0,2773332.0,1745092.0
2026-07-08,NCL,0.0,216.0,216.0,-216.0
2026-07-08,NCP,0.0,12480.0,12480.0,-12480.0
2026-07-08,NDR,8.89,2520.0,2528.89,-2511.11
2026-07-08,NEO,1276230.0,2350900.0,3627130.0,-1074670.0
2026-07-08,NER,2942880.0,6604420.0,9547300.0,-3661540.0
2026-07-08,NETBAY,5394300.0,3631550.0,9025850.0,1762750.0
2026-07-08,NEX,8989.0,859650.0,868639.0,-850661.0
2026-07-08,NL,0.0,69.0,69.0,-69.0
2026-07-08,NNCL,35700.0,0.0,35700.0,35700.0
2026-07-08,NOBLE,18200.0,21500.0,39700.0,-3300.0
2026-07-08,NSL,116750.0,3714680.0,3831430.0,-3597930.0
2026-07-08,NTF,1148690.0,1208860.0,2357550.0,-60170.0
2026-07-08,NV,60.0,0.0,60.0,60.0
2026-07-08,NVD,0.0,356.0,356.0,-356.0
2026-07-08,NYT,1579026.0,1687018.0,3266044.0,-107992.0
2026-07-08,OKJ,83374.0,482628.0,566002.0,-399254.0
2026-07-08,ONEE,107700.0,879622.0,987322.0,-771922.0
2026-07-08,OR,61234240.0,64257810.0,125492050.0,-3023570.0
2026-07-08,ORI,103881.0,437490.0,541371.0,-333609.0
2026-07-08,OSP,62877650.0,74057740.0,136935390.0,-11180090.0
2026-07-08,PACO,2836.0,0.0,2836.0,2836.0
2026-07-08,PAF,8083.0,10558.0,18641.0,-2475.0
2026-07-08,PCC,840692.0,3146.0,843838.0,837546.0
2026-07-08,PCE,0.0,84000.0,84000.0,-84000.0
2026-07-08,PCSGH,0.0,600.0,600.0,-600.0
2026-07-08,PDJ,291.0,0.0,291.0,291.0
2026-07-08,PEER,0.0,153.0,153.0,-153.0
2026-07-08,PIN,299578.0,73020.0,372598.0,226558.0
2026-07-08,PK,0.0,1173.0,1173.0,-1173.0
2026-07-08,PLANB,29984718.0,31316820.0,61301538.0,-1332102.0
2026-07-08,PLANET,0.0,59.0,59.0,-59.0
2026-07-08,PLAT,604569.0,1376956.0,1981525.0,-772387.0
2026-07-08,PLE,223.0,9.0,232.0,214.0
2026-07-08,PLUS,7580.0,9243.0,16823.0,-1663.0
2026-07-08,PM,172630.0,330000.0,502630.0,-157370.0
2026-07-08,PMC,114841.0,287660.0,402501.0,-172819.0
2026-07-08,PORT,6100.0,0.0,6100.0,6100.0
2026-07-08,PPPM,0.0,22.0,22.0,-22.0
2026-07-08,PR9,9662010.0,9547490.0,19209500.0,114520.0
2026-07-08,PREB,0.0,342.0,342.0,-342.0
2026-07-08,PRINC,691.0,0.0,691.0,691.0
2026-07-08,PRM,8290890.0,4685520.0,12976410.0,3605370.0
2026-07-08,PRTR,342.0,273312.0,273654.0,-272970.0
2026-07-08,PSGC,50000.0,35.0,50035.0,49965.0
2026-07-08,PSH,198588.0,156080.0,354668.0,42508.0
2026-07-08,PSL,23800600.0,7079955.0,30880555.0,16720645.0
2026-07-08,PSP,3341835.0,1398065.0,4739900.0,1943770.0
2026-07-08,PSTC,0.0,780.0,780.0,-780.0
2026-07-08,PT,133280.0,98560.0,231840.0,34720.0
2026-07-08,PTG,6775725.0,19984030.0,26759755.0,-13208305.0
2026-07-08,PTL,60040.0,979050.0,1039090.0,-919010.0
2026-07-08,PTT,1824855740.0,1435159745.0,3260015485.0,389695995.0
2026-07-08,PTTEP,2538982550.0,3224548800.0,5763531350.0,-685566250.0
2026-07-08,PTTGC,274591150.0,464763875.0,739355025.0,-190172725.0
2026-07-08,PYLON,761800.0,1162704.0,1924504.0,-400904.0
2026-07-08,QH,3049869.0,7242818.0,10292687.0,-4192949.0
2026-07-08,QTC,0.0,3188.0,3188.0,-3188.0
2026-07-08,QTCG,0.0,10.0,10.0,-10.0
2026-07-08,RABBIT,101150.0,205.0,101355.0,100945.0
2026-07-08,RABBIT-P,22104.0,36.0,22140.0,22068.0
2026-07-08,RAM,3620.0,9010.0,12630.0,-5390.0
2026-07-08,RATCH,179788750.0,94332750.0,274121500.0,85456000.0
2026-07-08,RBF,1891657.0,2168600.0,4060257.0,-276943.0
2026-07-08,RCL,94445250.0,52690325.0,147135575.0,41754925.0
2026-07-08,READY,0.0,612.0,612.0,-612.0
2026-07-08,RJH,198930.0,208950.0,407880.0,-10020.0
2026-07-08,ROCTEC,26.7,57244.0,57270.7,-57217.3
2026-07-08,ROJNA,590700.0,10117205.0,10707905.0,-9526505.0
2026-07-08,RPC,0.0,420.0,420.0,-420.0
2026-07-08,RPH,0.0,498.0,498.0,-498.0
2026-07-08,RS,70.0,351.0,421.0,-281.0
2026-07-08,RT,0.0,116.0,116.0,-116.0
2026-07-08,RWI,0.0,16.0,16.0,-16.0
2026-07-08,S,2744.0,5390.0,8134.0,-2646.0
2026-07-08,SAAM,0.0,577.88,577.88,-577.88
2026-07-08,SABINA,79580.0,1674700.0,1754280.0,-1595120.0
2026-07-08,SAF,25500.0,4686.0,30186.0,20814.0
2026-07-08,SAK,1353398.0,5417842.0,6771240.0,-4064444.0
2026-07-08,SALEE,0.0,531.0,531.0,-531.0
2026-07-08,SAMART,463720.0,1923900.0,2387620.0,-1460180.0
2026-07-08,SAMTEL,2476.0,0.0,2476.0,2476.0
2026-07-08,SANKO,18326.0,17747.0,36073.0,579.0
2026-07-08,SAPPE,4005200.0,3546750.0,7551950.0,458450.0
2026-07-08,SAT,1266430.0,2393920.0,3660350.0,-1127490.0
2026-07-08,SAV,645330.0,3491390.0,4136720.0,-2846060.0
2026-07-08,SAWAD,129267650.0,190166140.0,319433790.0,-60898490.0
2026-07-08,SC,952788.0,7776505.0,8729293.0,-6823717.0
2026-07-08,SCAP,4681927.0,7237193.19,11919120.19,-2555266.1900000004
2026-07-08,SCB,1319429200.0,853337700.0,2172766900.0,466091500.0
2026-07-08,SCC,106583100.0,257329600.0,363912700.0,-150746500.0
2026-07-08,SCCC,338890.0,43950.0,382840.0,294940.0
2026-07-08,SCG,568.0,0.0,568.0,568.0
2026-07-08,SCGD,10610.0,54035.0,64645.0,-43425.0
2026-07-08,SCGP,170559825.0,178841217.75,349401042.75,-8281392.75
2026-07-08,SCL,0.0,3160.0,3160.0,-3160.0
2026-07-08,SCM,108.0,300.0,408.0,-192.0
2026-07-08,SE,0.0,106.0,106.0,-106.0
2026-07-08,SEAFCO,323744.0,893322.0,1217066.0,-569578.0
2026-07-08,SEAOIL,37824.0,6474.0,44298.0,31350.0
2026-07-08,SECURE,252310.0,0.0,252310.0,252310.0
2026-07-08,SENA,0.0,1050.0,1050.0,-1050.0
2026-07-08,SFLEX,0.0,30870.0,30870.0,-30870.0
2026-07-08,SGC,36023230.0,32774074.0,68797304.0,3249156.0
2026-07-08,SGF,0.0,206.0,206.0,-206.0
2026-07-08,SGP,1585.0,1590.0,3175.0,-5.0
2026-07-08,SHANG,8550.0,0.0,8550.0,8550.0
2026-07-08,SHR,74619.0,2158814.0,2233433.0,-2084195.0
2026-07-08,SIAM,0.0,30400.0,30400.0,-30400.0
2026-07-08,SICT,23416.0,30542.0,53958.0,-7126.0
2026-07-08,SIMAT,3371.0,516643.0,520014.0,-513272.0
2026-07-08,SINGER,34119320.0,28726380.0,62845700.0,5392940.0
2026-07-08,SIRI,5476348.0,15372692.0,20849040.0,-9896344.0
2026-07-08,SIS,9546650.0,2393490.0,11940140.0,7153160.0
2026-07-08,SISB,1413665.0,7093640.0,8507305.0,-5679975.0
2026-07-08,SITHAI,0.0,331634.0,331634.0,-331634.0
2026-07-08,SJWD,5119150.0,3531810.0,8650960.0,1587340.0
2026-07-08,SKE,0.0,19.0,19.0,-19.0
2026-07-08,SKR,0.0,323665.0,323665.0,-323665.0
2026-07-08,SKY,2132460.0,3220300.0,5352760.0,-1087840.0
2026-07-08,SLP,500.0,0.0,500.0,500.0
2026-07-08,SMART,0.0,530.0,530.0,-530.0
2026-07-08,SMD100,678.0,0.0,678.0,678.0
2026-07-08,SMIT,1770.0,70400.0,72170.0,-68630.0
2026-07-08,SMO,0.0,655492.0,655492.0,-655492.0
2026-07-08,SMPC,5495.0,0.0,5495.0,5495.0
2026-07-08,SMT,2710552.0,1516348.0,4226900.0,1194204.0
2026-07-08,SNC,77375.0,37870.0,115245.0,39505.0
2026-07-08,SNNP,786625.0,421545.0,1208170.0,365080.0
2026-07-08,SO,6524.0,23200.0,29724.0,-16676.0
2026-07-08,SPA,40992.0,1142520.0,1183512.0,-1101528.0
2026-07-08,SPACK,9607.0,294.0,9901.0,9313.0
2026-07-08,SPALI,2906053.0,10974470.0,13880523.0,-8068417.0
2026-07-08,SPCG,557860.0,171415.0,729275.0,386445.0
2026-07-08,SPRC,152745735.0,79859167.4,232604902.4,72886567.6
2026-07-08,SPVI,66208.0,743812.0,810020.0,-677604.0
2026-07-08,SQ,1800.0,43947.0,45747.0,-42147.0
2026-07-08,SR,0.0,68200.0,68200.0,-68200.0
2026-07-08,SRICHA,1022380.0,2513260.0,3535640.0,-1490880.0
2026-07-08,SSP,5970.0,714678.0,720648.0,-708708.0
2026-07-08,SSSC,0.0,218.0,218.0,-218.0
2026-07-08,SST,180.0,94.0,274.0,86.0
2026-07-08,STA,36734660.0,32666810.0,69401470.0,4067850.0
2026-07-08,STANLY,1707500.0,2416300.0,4123800.0,-708800.0
2026-07-08,STARM,0.0,3720.0,3720.0,-3720.0
2026-07-08,STECON,20832730.0,39385060.0,60217790.0,-18552330.0
2026-07-08,STELLA,0.0,3448.0,3448.0,-3448.0
2026-07-08,STGT,4435910.0,10008103.5,14444013.5,-5572193.5
